MSN,YYYYMM,Value,Column_Order,Description,Unit
ELI5PUS,197310,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197311,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197312,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197313,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197401,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197402,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197403,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197404,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197405,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197406,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197407,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197408,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197409,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197410,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197411,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197412,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197413,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197501,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197502,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197503,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197504,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197505,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197506,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197507,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197508,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197509,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197510,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197511,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197512,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197513,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197601,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197602,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197603,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197604,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197605,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197606,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197607,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197608,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197609,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197610,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197611,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197612,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197613,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197701,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197702,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197703,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197704,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197705,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197706,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197707,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197708,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197709,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197710,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197711,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197712,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197713,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197801,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197802,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197803,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197804,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197805,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197806,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197807,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197808,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197809,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197810,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197811,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197812,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197813,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197901,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197902,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197903,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197904,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197905,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197906,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197907,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197908,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197909,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197910,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197911,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197912,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,197913,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198001,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198002,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198003,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198004,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198005,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198006,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198007,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198008,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198009,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198010,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198011,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198012,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198013,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198101,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198102,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198103,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198104,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198105,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198106,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198107,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198108,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198109,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198110,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198111,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198112,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198113,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198201,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198202,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198203,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198204,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198205,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198206,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198207,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198208,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198209,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198210,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198211,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198212,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198213,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198301,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198302,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198303,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198304,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198305,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198306,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198307,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198308,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198309,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198310,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198311,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198312,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198313,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198401,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198402,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198403,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198404,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198405,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198406,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198407,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198408,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198409,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198410,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198411,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198412,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198413,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198501,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198502,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198503,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198504,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198505,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198506,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198507,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198508,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198509,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198510,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198511,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198512,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198513,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198601,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198602,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198603,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198604,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198605,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198606,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198607,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198608,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198609,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198610,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198611,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198612,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198613,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198701,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198702,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198703,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198704,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198705,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198706,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198707,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198708,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198709,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198710,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198711,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198712,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198713,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198801,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198802,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198803,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198804,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198805,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198806,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198807,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198808,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198809,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198810,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198811,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198812,0,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198813,3,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198901,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198902,9,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198903,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198904,9,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198905,9,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198906,9,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198907,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198908,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198909,9,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198910,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198911,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198912,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,198913,115,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199001,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199002,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199003,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199004,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199005,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199006,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199007,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199008,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199009,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199010,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199011,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199012,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199013,131,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199101,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199102,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199103,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199104,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199105,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199106,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199107,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199108,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199109,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199110,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199111,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199112,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199113,133,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199201,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199202,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199203,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199204,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199205,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199206,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199207,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199208,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199209,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199210,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199211,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199212,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199213,143,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199301,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199302,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199303,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199304,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199305,10,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199306,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199307,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199308,14,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199309,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199310,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199311,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199312,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199313,146,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199401,14,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199402,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199403,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199404,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199405,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199406,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199407,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199408,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199409,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199410,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199411,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199412,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199413,151,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199501,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199502,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199503,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199504,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199505,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199506,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199507,14,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199508,15,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199509,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199510,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199511,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199512,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199513,151,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199601,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199602,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199603,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199604,11,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199605,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199606,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199607,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199608,14,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199609,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199610,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199611,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199612,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199613,151,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199701,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199702,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199703,13,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199704,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199705,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199706,12,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
ELI5PUS,199707,14,3,"Electricity Net Generation, Industrial Sector",Billion Kilowatthours
